usertype,postal code,id,gamma_u,c_u,user_id,number_of_trips
Customer,00969,218,250,0.0,218,3
Customer,00969,219,1000,0.2,219,2
Customer,00969,220,250,1.0,220,2
Customer,00969,221,250,1.0,221,2
Customer,00969,222,500,0.5,222,2
Customer,00969,223,250,0.2,223,2
Customer,00969,224,750,0.1,224,2
Customer,00969,225,1500,0.2,225,2
Customer,00970,226,1000,1.0,226,1
Customer,00970,227,250,0.2,227,1
Customer,00971,228,2000,0.2,228,1
Customer,00971,229,250,0.2,229,1
Customer,00976,230,500,2.0,230,2
Customer,00976,231,750,0.1,231,2
Customer,00976,232,750,0.2,232,2
Customer,00976,233,750,0.2,233,2
Customer,00976,234,250,1.0,234,2
Customer,00976,235,500,2.0,235,2
Customer,00976,236,250,1.0,236,2
Customer,00976,237,750,0.2,237,1
Customer,00976,238,750,1.0,238,1
Customer,00976,239,250,0.2,239,1
Customer,00983,240,250,0.1,240,1
Customer,00984,241,1000,0.2,241,1
Customer,00984,242,1000,0.0,242,1
Customer,00984,243,500,0.2,243,1
Customer,00984,244,1000,1.0,244,1
Customer,00984,245,1500,0.2,245,1
Customer,00984,246,1000,0.2,246,1
Customer,00984,247,250,0.2,247,1
Customer,00984,248,250,1.0,248,1
Customer,00984,249,500,1.0,249,1
Customer,00985,250,1500,0.5,250,1
Customer,00987,251,750,0.0,251,1
Customer,01000,252,2000,0.1,252,2
Customer,01000,253,500,0.2,253,2
Customer,01000,254,250,1.0,254,2
Customer,01000,255,750,1.0,255,2
Customer,01000,256,250,1.0,256,2
Customer,01000,257,250,1.0,257,2
Customer,01000,258,750,0.1,258,2
Customer,01000,259,750,0.5,259,1
Customer,01000,260,1500,0.5,260,1
Customer,01000,261,500,0.1,261,1
Customer,01001,262,750,0.0,262,3
Customer,01001,263,250,0.2,263,3
Customer,01001,264,2000,0.5,264,3
Customer,01001,265,500,2.0,265,3
Customer,01001,266,1000,1.5,266,2
Customer,01001,267,750,1.0,267,2
Customer,01001,268,250,1.0,268,2
Customer,01001,269,500,0.1,269,2
Customer,01001,270,0,0.2,270,2
Customer,01001,271,250,1.5,271,2
Customer,01002,272,2000,0.5,272,9
Customer,01002,273,1000,0.5,273,9
Customer,01002,274,250,0.1,274,9
Customer,01002,275,500,0.1,275,8
Customer,01002,276,500,0.2,276,8
Customer,01002,277,0,1.5,277,8
Customer,01002,278,250,1.0,278,8
Customer,01002,279,500,0.1,279,8
Customer,01002,280,250,0.2,280,8
Customer,01002,281,250,0.5,281,8
Customer,01003,282,500,1.5,282,1
Customer,01003,283,250,0.5,283,1
Customer,01003,284,0,0.5,284,1
Customer,01003,285,1500,0.0,285,1
Customer,01003,286,1500,0.5,286,1
Customer,01003,287,750,1.0,287,1
Customer,01003,288,1000,0.0,288,1
Customer,01004,289,250,1.0,289,1
Customer,01004,290,500,1.0,290,1
Customer,01005,291,250,1.0,291,1
Customer,01005,292,0,1.5,292,1
Customer,01007,293,750,0.5,293,2
Customer,01007,294,500,0.2,294,2
Customer,01007,295,250,1.5,295,2
Customer,01007,296,0,1.5,296,1
Customer,01007,297,1000,0.5,297,1
Customer,01007,298,500,2.0,298,1
Customer,01007,299,250,0.1,299,1
Customer,01007,300,250,0.0,300,1
Customer,01007,301,500,0.5,301,1
Customer,01007,302,750,0.5,302,1
Customer,01009,303,250,0.1,303,1
Customer,01009,304,250,1.0,304,1
Customer,01010,305,500,0.1,305,1
Customer,01010,306,500,2.0,306,1
Customer,01010,307,250,0.5,307,1
Customer,01010,308,1000,0.1,308,1
Customer,01010,309,1000,0.0,309,1
Customer,01010,310,500,0.5,310,1
Customer,01010,311,750,1.0,311,1
Customer,01010,312,500,0.1,312,1
Customer,01010,313,500,0.2,313,1
Customer,01011,314,250,0.0,314,2
Customer,01011,315,250,0.0,315,2
Customer,01011,316,500,0.1,316,2
Customer,01011,317,250,0.2,317,2
Customer,01011,318,250,0.1,318,2
Customer,01011,319,0,2.0,319,2
Customer,01011,320,250,1.0,320,2
Customer,01011,321,1500,1.0,321,2
Customer,01011,322,1500,0.0,322,2
Customer,01011,323,500,1.0,323,1
Customer,01013,324,500,1.0,324,2
Customer,01013,325,500,0.0,325,2
Customer,01013,326,750,0.2,326,2
Customer,01013,327,500,0.1,327,2
Customer,01013,328,2000,0.1,328,2
Customer,01013,329,250,1.5,329,2
Customer,01013,330,250,0.5,330,2
Customer,01013,331,0,1.5,331,2
Customer,01013,332,750,1.0,332,2
Customer,01013,333,2000,0.5,333,2
Customer,01015,334,1500,0.2,334,1
Customer,01015,335,1000,1.0,335,1
Customer,01016,336,500,0.5,336,1
Customer,01016,337,250,0.5,337,1
Customer,01020,338,2000,0.2,338,1
Customer,01020,339,250,0.1,339,1
Customer,01027,340,1000,0.2,340,1
Customer,01027,341,0,0.1,341,1
Customer,01027,342,500,1.5,342,1
Customer,01027,343,250,0.0,343,1
Customer,01027,344,0,0.5,344,1
Customer,01027,345,1500,0.2,345,1
Customer,01027,346,750,0.1,346,1
Customer,01027,347,0,0.5,347,1
Customer,01027,348,500,2.0,348,1
Customer,01027,349,1000,1.0,349,1
Customer,01028,350,500,0.5,350,1
Customer,01028,351,2000,0.2,351,1
Customer,01028,352,750,1.5,352,1
Customer,01028,353,250,2.0,353,1
Customer,01028,354,1500,0.1,354,1
Customer,01028,355,2000,0.5,355,1
Customer,01028,356,1500,0.2,356,1
Customer,01028,357,0,0.5,357,1
Customer,01028,358,500,0.1,358,1
Customer,01030,359,1000,1.5,359,2
Customer,01030,360,500,0.2,360,2
Customer,01030,361,500,0.2,361,1
Customer,01030,362,250,0.1,362,1
Customer,01030,363,750,0.1,363,1
Customer,01030,364,500,1.0,364,1
Customer,01030,365,750,0.2,365,1
Customer,01030,366,750,1.0,366,1
Customer,01030,367,1000,1.0,367,1
Customer,01030,368,1000,0.1,368,1
Customer,01033,369,500,0.0,369,1
Customer,01033,370,1000,0.1,370,1
Customer,01035,371,250,0.2,371,1
Customer,01035,372,250,1.0,372,1
Customer,01035,373,1000,0.5,373,1
Customer,01035,374,250,0.5,374,1
Customer,01036,375,250,0.0,375,1
Customer,01040,376,1000,0.2,376,2
Customer,01040,377,250,2.0,377,2
Customer,01040,378,750,0.1,378,1
Customer,01040,379,1500,0.2,379,1
Customer,01040,380,1500,0.5,380,1
Customer,01040,381,250,1.0,381,1
Customer,01040,382,0,1.5,382,1
Customer,01040,383,250,1.5,383,1
Customer,01040,384,750,0.5,384,1
Customer,01040,385,0,0.1,385,1
Customer,01053,386,250,0.2,386,2
Customer,01053,387,250,0.2,387,2
Customer,01053,388,1000,0.5,388,2
Customer,01053,389,750,0.1,389,2
Customer,01053,390,750,0.2,390,2
Customer,01053,391,2000,0.2,391,2
Customer,01053,392,250,0.5,392,2
Customer,01053,393,1500,1.0,393,2
Customer,01053,394,1000,0.2,394,2
Customer,01053,395,1500,0.5,395,2
Customer,01056,396,750,0.5,396,2
Customer,01056,397,0,0.0,397,2
Customer,01056,398,1000,0.5,398,1
Customer,01056,399,500,0.2,399,1
Customer,01056,400,1500,0.0,400,1
Customer,01056,401,500,2.0,401,1
Customer,01056,402,250,0.2,402,1
Customer,01056,403,250,0.2,403,1
Customer,01056,404,1000,1.5,404,1
Customer,01056,405,250,0.2,405,1
Customer,01057,406,500,0.5,406,1
Customer,01057,407,500,0.1,407,1
Customer,01057,408,1500,1.0,408,1
Customer,01057,409,750,0.0,409,1
Customer,01060,410,1000,1.0,410,4
Customer,01060,411,500,0.2,411,3
Customer,01060,412,2000,1.0,412,3
Customer,01060,413,750,0.2,413,3
Customer,01060,414,1500,1.0,414,3
Customer,01060,415,500,0.2,415,3
Customer,01060,416,2000,0.5,416,3
Customer,01060,417,250,1.5,417,3
Customer,01060,418,250,2.0,418,3
Customer,01060,419,750,1.5,419,3
Customer,01061,420,500,1.0,420,1
Customer,01061,421,1000,0.5,421,1
Customer,01061,422,1500,0.5,422,1
Customer,01061,423,1500,0.5,423,1
Customer,01061,424,1500,1.0,424,1
Customer,01061,425,500,1.0,425,1
Customer,01061,426,0,0.5,426,1
Customer,01062,427,1000,0.5,427,3
Customer,01062,428,0,0.5,428,3
Customer,01062,429,750,1.5,429,3
Customer,01062,430,500,0.5,430,3
Customer,01062,431,0,0.2,431,3
Customer,01062,432,750,0.2,432,3
Customer,01062,433,500,0.1,433,3
Customer,01062,434,250,1.0,434,3
Customer,01062,435,250,1.5,435,3
Customer,01062,436,250,0.2,436,2
Customer,01063,437,250,1.5,437,1
Customer,01063,438,250,0.1,438,1
Customer,01063,439,500,0.5,439,1
Customer,01063,440,500,0.2,440,1
Customer,01069,441,250,1.5,441,1
Customer,01070,442,2000,0.5,442,1
Customer,01071,443,500,0.5,443,1
Customer,01071,444,1500,0.5,444,1
Customer,01072,445,250,0.2,445,1
Customer,01072,446,250,1.0,446,1
Customer,01072,447,250,1.0,447,1
Customer,01072,448,250,0.1,448,1
Customer,01072,449,2000,0.5,449,1
Customer,01073,450,2000,0.0,450,1
Customer,01073,451,1500,0.5,451,1
Customer,01073,452,750,2.0,452,1
Customer,01073,453,500,0.1,453,1
Customer,01073,454,0,0.2,454,1
Customer,01075,455,500,1.5,455,3
Customer,01075,456,250,0.1,456,3
Customer,01075,457,250,0.2,457,3
Customer,01075,458,1500,0.5,458,3
Customer,01075,459,750,1.0,459,2
Customer,01075,460,250,0.0,460,2
Customer,01075,461,500,0.5,461,2
Customer,01075,462,1000,1.0,462,2
Customer,01075,463,500,0.1,463,2
Customer,01075,464,750,1.0,464,2
Customer,01077,465,1000,0.2,465,1
Customer,01077,466,250,0.1,466,1
Customer,01077,467,500,0.1,467,1
Customer,01079,468,500,0.5,468,1
Customer,01079,469,750,0.2,469,1
Customer,01081,470,1500,0.2,470,1
Customer,01081,471,250,0.2,471,1
Customer,01081,472,500,2.0,472,1
Customer,01081,473,1500,0.1,473,1
Customer,01085,474,1000,0.5,474,3
Customer,01085,475,0,1.0,475,3
Customer,01085,476,750,0.5,476,3
Customer,01085,477,1500,0.5,477,3
Customer,01085,478,500,1.5,478,2
Customer,01085,479,750,1.5,479,2
Customer,01085,480,500,0.2,480,2
Customer,01085,481,1500,0.2,481,2
Customer,01085,482,250,0.0,482,2
Customer,01085,483,250,2.0,483,2
Customer,01089,484,500,1.0,484,1
Customer,01089,485,250,0.1,485,1
Customer,01089,486,750,0.1,486,1
Customer,01089,487,500,1.5,487,1
Customer,01089,488,750,0.1,488,1
Customer,01089,489,1000,0.5,489,1
Customer,01089,490,2000,0.2,490,1
Customer,01089,491,250,0.5,491,1
Customer,01089,492,250,0.1,492,1
Customer,01095,493,250,0.2,493,1
Customer,01095,494,500,0.1,494,1
Customer,01095,495,250,1.5,495,1
Customer,01095,496,250,1.0,496,1
Customer,01095,497,1000,0.1,497,1
Customer,01095,498,2000,0.1,498,1
Customer,01095,499,500,0.5,499,1
Customer,01095,500,500,0.1,500,1
Customer,01095,501,250,0.5,501,1
Customer,01096,502,750,0.5,502,1
Customer,01098,503,750,0.5,503,1
Customer,01098,504,0,1.0,504,1
Customer,01103,505,1500,0.1,505,1
Customer,01103,506,0,1.5,506,1
Customer,01103,507,1000,0.1,507,1
Customer,01104,508,0,1.5,508,1
Customer,01104,509,1500,1.5,509,1
Customer,01104,510,500,1.0,510,1
Customer,01104,511,750,1.5,511,1
Customer,01106,512,250,1.0,512,4
Customer,01106,513,1000,0.5,513,4
Customer,01106,514,750,0.1,514,4
Customer,01106,515,1000,2.0,515,4
Customer,01106,516,1000,1.0,516,4
Customer,01106,517,250,1.0,517,4
Customer,01106,518,250,0.5,518,4
Customer,01106,519,0,0.0,519,4
Customer,01106,520,750,0.5,520,4
Customer,01106,521,0,2.0,521,3
Customer,01107,522,1000,0.2,522,1
Customer,01107,523,250,1.5,523,1
Customer,01107,524,0,1.0,524,1
Customer,01107,525,500,0.2,525,1
Customer,01108,526,2000,0.2,526,2
Customer,01108,527,1500,2.0,527,2
Customer,01108,528,500,2.0,528,2
Customer,01108,529,750,0.5,529,2
Customer,01108,530,250,0.1,530,2
Customer,01108,531,0,0.1,531,1
Customer,01108,532,750,0.0,532,1
Customer,01108,533,250,0.2,533,1
Customer,01108,534,1000,0.2,534,1
Customer,01108,535,1500,0.2,535,1
Customer,01109,536,2000,0.2,536,1
Customer,01111,537,500,0.0,537,1
Customer,01111,538,0,0.1,538,1
Customer,01118,539,250,0.2,539,2
Customer,01118,540,1000,0.5,540,2
Customer,01118,541,250,0.2,541,2
Customer,01118,542,500,0.2,542,2
Customer,01118,543,750,0.5,543,2
Customer,01118,544,0,0.5,544,2
Customer,01118,545,250,0.1,545,2
Customer,01118,546,250,0.1,546,1
Customer,01118,547,500,0.5,547,1
Customer,01118,548,1500,0.0,548,1
Customer,01120,549,250,0.2,549,1
Customer,01120,550,750,1.0,550,1
Customer,01121,551,1000,0.2,551,2
Customer,01121,552,1000,0.5,552,2
Customer,01121,553,750,0.5,553,2
Customer,01121,554,250,1.0,554,1
Customer,01121,555,500,2.0,555,1
Customer,01121,556,1000,1.0,556,1
Customer,01121,557,0,0.5,557,1
Customer,01121,558,500,1.0,558,1
Customer,01121,559,250,0.1,559,1
Customer,01121,560,250,0.2,560,1
Customer,01129,561,250,1.5,561,1
Customer,01129,562,1000,0.1,562,1
Customer,01129,563,750,1.0,563,1
Customer,01151,564,1500,0.1,564,1
Customer,01201,565,750,0.1,565,3
Customer,01201,566,1000,0.1,566,3
Customer,01201,567,0,2.0,567,3
Customer,01201,568,1000,1.0,568,3
Customer,01201,569,0,1.0,569,3
Customer,01201,570,1000,0.5,570,3
Customer,01201,571,1500,0.1,571,2
Customer,01201,572,250,0.1,572,2
Customer,01201,573,2000,0.1,573,2
Customer,01201,574,250,0.1,574,2
Customer,01202,575,250,1.0,575,1
Customer,01208,576,1500,0.2,576,1
Customer,01208,577,250,0.2,577,1
Customer,01210,578,1500,2.0,578,1
Customer,01210,579,500,0.2,579,1
Customer,01210,580,0,2.0,580,1
Customer,01210,581,1000,0.0,581,1
Customer,01210,582,1000,2.0,582,1
Customer,01210,583,500,0.5,583,1
Customer,01210,584,1000,1.5,584,1
Customer,01210,585,250,0.2,585,1
Customer,01214,586,500,0.2,586,1
Customer,01214,587,1000,0.2,587,1
Customer,01220,588,0,0.2,588,2
Customer,01220,589,250,0.1,589,2
Customer,01220,590,250,0.5,590,2
Customer,01220,591,1000,1.0,591,2
Customer,01220,592,250,0.2,592,2
Customer,01220,593,250,1.5,593,2
Customer,01220,594,250,0.2,594,1
Customer,01220,595,750,1.0,595,1
Customer,01220,596,500,0.1,596,1
Customer,01220,597,750,0.1,597,1
Customer,01221,598,1000,0.5,598,1
Customer,01221,599,250,1.5,599,1
Customer,01221,600,250,0.2,600,1
Customer,01221,601,1500,1.5,601,1
Customer,01221,602,250,0.0,602,1
Customer,01221,603,500,1.0,603,1
Customer,01224,604,750,1.0,604,1
Customer,01225,605,250,0.0,605,1
Customer,01225,606,1500,1.0,606,1
Customer,01225,607,500,0.5,607,1
Customer,01225,608,500,0.5,608,1
Customer,01225,609,1500,0.2,609,1
Customer,01225,610,0,0.2,610,1
Customer,01230,611,750,0.5,611,3
Customer,01230,612,500,0.1,612,2
Customer,01230,613,1000,0.1,613,2
Customer,01230,614,1000,0.2,614,2
Customer,01230,615,0,0.2,615,2
Customer,01230,616,250,0.5,616,2
Customer,01230,617,750,0.5,617,2
Customer,01230,618,0,0.1,618,2
Customer,01230,619,250,0.5,619,2
Customer,01230,620,250,0.1,620,2
Customer,01234,621,2000,0.5,621,1
Customer,01234,622,250,0.0,622,1
Customer,01234,623,750,0.2,623,1
Customer,01235,624,750,0.0,624,1
Customer,01235,625,500,2.0,625,1
Customer,01237,626,1000,0.5,626,1
Customer,01238,627,250,0.0,627,2
Customer,01238,628,250,1.0,628,1
Customer,01238,629,250,0.2,629,1
Customer,01238,630,0,0.1,630,1
Customer,01238,631,750,0.2,631,1
Customer,01238,632,1000,0.2,632,1
Customer,01238,633,0,1.0,633,1
Customer,01238,634,500,1.5,634,1
Customer,01238,635,250,0.2,635,1
Customer,01238,636,250,0.2,636,1
Customer,01239,637,250,1.5,637,1
Customer,01239,638,250,1.0,638,1
Customer,01239,639,250,0.0,639,1
Customer,01239,640,250,0.2,640,1
Customer,01239,641,500,0.2,641,1
Customer,01240,642,2000,0.1,642,2
Customer,01240,643,250,1.5,643,2
Customer,01240,644,1500,0.0,644,1
Customer,01240,645,250,0.1,645,1
Customer,01240,646,1000,0.5,646,1
Customer,01240,647,500,0.2,647,1
Customer,01240,648,1500,0.1,648,1
Customer,01240,649,1000,0.5,649,1
Customer,01240,650,250,0.2,650,1
Customer,01240,651,250,1.5,651,1
Customer,01242,652,500,0.0,652,1
Customer,01243,653,500,0.2,653,1
Customer,01243,654,1500,1.5,654,1
Customer,01243,655,1000,0.2,655,1
Customer,01243,656,750,0.0,656,1
Customer,01243,657,1000,1.0,657,1
Customer,01243,658,0,2.0,658,1
Customer,01243,659,250,0.1,659,1
Customer,01243,660,500,0.0,660,1
Customer,01243,661,1000,0.5,661,1
Customer,01243,662,1500,1.0,662,1
Customer,01245,663,500,0.0,663,1
Customer,01245,664,0,0.2,664,1
Customer,01247,665,1000,1.0,665,1
Customer,01247,666,0,0.2,666,1
Customer,01254,667,750,0.1,667,1
Customer,01254,668,1500,2.0,668,1
Customer,01254,669,500,0.1,669,1
Customer,01254,670,500,0.5,670,1
Customer,01255,671,500,0.1,671,1
Customer,01255,672,250,2.0,672,1
Customer,01257,673,750,0.5,673,1
Customer,01257,674,500,1.0,674,1
Customer,01257,675,750,0.1,675,1
Customer,01257,676,500,1.5,676,1
Customer,01257,677,1000,0.1,677,1
Customer,01257,678,1500,0.1,678,1
Customer,01257,679,1000,1.0,679,1
Customer,01257,680,500,1.5,680,1
Customer,01257,681,750,0.1,681,1
Customer,01258,682,250,1.0,682,1
Customer,01258,683,1500,0.0,683,1
Customer,01258,684,750,0.5,684,1
Customer,01258,685,250,0.1,685,1
Customer,01258,686,500,0.1,686,1
Customer,01262,687,1500,1.0,687,1
Customer,01262,688,750,0.5,688,1
Customer,01262,689,0,2.0,689,1
Customer,01262,690,0,0.5,690,1
Customer,01262,691,250,0.5,691,1
Customer,01262,692,1000,1.0,692,1
Customer,01262,693,500,0.0,693,1
Customer,01262,694,250,1.0,694,1
Customer,01267,695,0,0.1,695,3
Customer,01267,696,500,0.2,696,3
Customer,01267,697,500,1.0,697,3
Customer,01267,698,500,0.0,698,3
Customer,01267,699,750,0.0,699,3
Customer,01267,700,500,0.1,700,3
Customer,01267,701,500,0.1,701,2
Customer,01267,702,1000,0.1,702,2
Customer,01267,703,1500,0.0,703,2
Customer,01267,704,250,0.1,704,2
Customer,01280,705,250,0.2,705,1
Customer,01301,706,500,1.5,706,1
Customer,01301,707,250,0.2,707,1
Customer,01301,708,500,1.0,708,1
Customer,01301,709,250,0.2,709,1
Customer,01301,710,2000,0.0,710,1
Customer,01301,711,250,0.0,711,1
Customer,01301,712,1000,0.5,712,1
Customer,01301,713,750,0.1,713,1
Customer,01328,714,1000,1.5,714,1
Customer,01330,715,250,0.1,715,1
Customer,01330,716,750,1.5,716,1
Customer,01330,717,1500,0.5,717,1
Customer,01330,718,0,1.0,718,1
Customer,01331,719,250,1.5,719,1
Customer,01331,720,1000,0.5,720,1
Customer,01331,721,500,0.2,721,1
Customer,01331,722,2000,1.0,722,1
